equipment_id_dec,equipment_id_hex,name,hook_order,hook_id,hook_target_16,hook_target_raw_offset,hook_target_label_c0_mirror,is_special_hook_id
27,0x1B,三枚胴,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
27,0x1B,三枚胴,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
27,0x1B,三枚胴,2,0x82,0x0408,0x0B0408,CB:0408,False
28,0x1C,鎧,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
28,0x1C,鎧,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
28,0x1C,鎧,2,0x82,0x0408,0x0B0408,CB:0408,False
29,0x1D,大鎧,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
29,0x1D,大鎧,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
29,0x1D,大鎧,2,0x82,0x0408,0x0B0408,CB:0408,False
30,0x1E,武者鎧,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
30,0x1E,武者鎧,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
30,0x1E,武者鎧,2,0x82,0x0408,0x0B0408,CB:0408,False
31,0x1F,勇気の鎧,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
31,0x1F,勇気の鎧,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
31,0x1F,勇気の鎧,2,0x82,0x0408,0x0B0408,CB:0408,False
32,0x20,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
32,0x20,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
32,0x20,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
33,0x21,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
33,0x21,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
33,0x21,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
34,0x22,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
34,0x22,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
34,0x22,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
35,0x23,まさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
35,0x23,まさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
35,0x23,まさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
36,0x24,大まさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
36,0x24,大まさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
36,0x24,大まさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
37,0x25,銅のまさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
37,0x25,銅のまさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
37,0x25,銅のまさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
38,0x26,銀のまさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
38,0x26,銀のまさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
38,0x26,銀のまさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
39,0x27,金のまさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
39,0x27,金のまさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
39,0x27,金のまさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
40,0x28,希望のまさかり,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
40,0x28,希望のまさかり,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
40,0x28,希望のまさかり,2,0x82,0x0408,0x0B0408,CB:0408,False
41,0x29,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
41,0x29,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
41,0x29,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
42,0x2A,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
42,0x2A,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
42,0x2A,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
43,0x2B,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
43,0x2B,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
43,0x2B,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
44,0x2C,腹がけ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
44,0x2C,腹がけ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
44,0x2C,腹がけ,2,0x82,0x0408,0x0B0408,CB:0408,False
45,0x2D,木綿のはらがけ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
45,0x2D,木綿のはらがけ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
45,0x2D,木綿のはらがけ,2,0x82,0x0408,0x0B0408,CB:0408,False
46,0x2E,銀のはらがけ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
46,0x2E,銀のはらがけ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
46,0x2E,銀のはらがけ,2,0x82,0x0408,0x0B0408,CB:0408,False
47,0x2F,金のはらがけ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
47,0x2F,金のはらがけ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
47,0x2F,金のはらがけ,2,0x82,0x0408,0x0B0408,CB:0408,False
48,0x30,希望のはらがけ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
48,0x30,希望のはらがけ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
48,0x30,希望のはらがけ,2,0x82,0x0408,0x0B0408,CB:0408,False
49,0x31,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
49,0x31,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
49,0x31,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
50,0x32,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
50,0x32,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
50,0x32,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
51,0x33,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
51,0x33,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
51,0x33,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
52,0x34,モリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
52,0x34,モリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
52,0x34,モリ,2,0x82,0x0408,0x0B0408,CB:0408,False
53,0x35,小波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
53,0x35,小波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
53,0x35,小波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
54,0x36,白波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
54,0x36,白波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
54,0x36,白波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
55,0x37,大波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
55,0x37,大波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
55,0x37,大波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
56,0x38,高波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
56,0x38,高波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
56,0x38,高波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
57,0x39,津波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
57,0x39,津波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
57,0x39,津波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
58,0x3A,大津波のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
58,0x3A,大津波のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
58,0x3A,大津波のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
59,0x3B,正義のモリ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
59,0x3B,正義のモリ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
59,0x3B,正義のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
60,0x3C,夕凪のモリ,0,0x84,0x074B,0x0B074B,CB:074B,False
60,0x3C,夕凪のモリ,1,0x83,0x0751,0x0B0751,CB:0751,False
60,0x3C,夕凪のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
60,0x3C,夕凪のモリ,3,0xC1,0x0759,0x0B0759,CB:0759,True
61,0x3D,朝凪のモリ,0,0x84,0x078F,0x0B078F,CB:078F,False
61,0x3D,朝凪のモリ,1,0x83,0x0795,0x0B0795,CB:0795,False
61,0x3D,朝凪のモリ,2,0x82,0x0408,0x0B0408,CB:0408,False
61,0x3D,朝凪のモリ,3,0xC1,0x079D,0x0B079D,CB:079D,True
61,0x3D,朝凪のモリ,4,0xC2,0x07C2,0x0B07C2,CB:07C2,True
62,0x3E,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
62,0x3E,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
62,0x3E,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
63,0x3F,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
63,0x3F,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
63,0x3F,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
64,0x40,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
64,0x40,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
64,0x40,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
65,0x41,漁師の着物,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
65,0x41,漁師の着物,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
65,0x41,漁師の着物,2,0x82,0x0408,0x0B0408,CB:0408,False
66,0x42,豊漁の着物,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
66,0x42,豊漁の着物,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
66,0x42,豊漁の着物,2,0x82,0x0408,0x0B0408,CB:0408,False
67,0x43,大量の着物,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
67,0x43,大量の着物,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
67,0x43,大量の着物,2,0x82,0x0408,0x0B0408,CB:0408,False
68,0x44,黒潮の着物,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
68,0x44,黒潮の着物,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
68,0x44,黒潮の着物,2,0x82,0x0408,0x0B0408,CB:0408,False
69,0x45,正義の着物,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
69,0x45,正義の着物,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
69,0x45,正義の着物,2,0x82,0x0408,0x0B0408,CB:0408,False
70,0x46,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
70,0x46,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
70,0x46,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
71,0x47,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
71,0x47,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
71,0x47,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
72,0x48,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
72,0x48,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
72,0x48,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
73,0x49,サンゴの杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
73,0x49,サンゴの杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
73,0x49,サンゴの杖,2,0x82,0x0408,0x0B0408,CB:0408,False
74,0x4A,ひすいの杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
74,0x4A,ひすいの杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
74,0x4A,ひすいの杖,2,0x82,0x0408,0x0B0408,CB:0408,False
75,0x4B,めのうの杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
75,0x4B,めのうの杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
75,0x4B,めのうの杖,2,0x82,0x0408,0x0B0408,CB:0408,False
76,0x4C,琥珀の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
76,0x4C,琥珀の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
76,0x4C,琥珀の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
77,0x4D,真珠の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
77,0x4D,真珠の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
77,0x4D,真珠の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
78,0x4E,銀の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
78,0x4E,銀の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
78,0x4E,銀の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
79,0x4F,金の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
79,0x4F,金の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
79,0x4F,金の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
80,0x50,流星の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
80,0x50,流星の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
80,0x50,流星の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
81,0x51,愛の杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
81,0x51,愛の杖,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
81,0x51,愛の杖,2,0x82,0x0408,0x0B0408,CB:0408,False
82,0x52,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
82,0x52,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
82,0x52,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
83,0x53,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
83,0x53,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
83,0x53,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
84,0x54,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
84,0x54,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
84,0x54,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
85,0x55,こそで,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
85,0x55,こそで,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
85,0x55,こそで,2,0x82,0x0408,0x0B0408,CB:0408,False
86,0x56,ふりそで,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
86,0x56,ふりそで,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
86,0x56,ふりそで,2,0x82,0x0408,0x0B0408,CB:0408,False
87,0x57,梅のふりそで,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
87,0x57,梅のふりそで,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
87,0x57,梅のふりそで,2,0x82,0x0408,0x0B0408,CB:0408,False
88,0x58,桜のふりそで,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
88,0x58,桜のふりそで,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
88,0x58,桜のふりそで,2,0x82,0x0408,0x0B0408,CB:0408,False
89,0x59,金のふりそで,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
89,0x59,金のふりそで,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
89,0x59,金のふりそで,2,0x82,0x0408,0x0B0408,CB:0408,False
90,0x5A,愛の十二単衣,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
90,0x5A,愛の十二単衣,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
90,0x5A,愛の十二単衣,2,0x82,0x0408,0x0B0408,CB:0408,False
91,0x5B,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
91,0x5B,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
91,0x5B,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
92,0x5C,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
92,0x5C,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
92,0x5C,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
93,0x5D,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
93,0x5D,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
93,0x5D,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
94,0x5E,赤いバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
94,0x5E,赤いバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
94,0x5E,赤いバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
95,0x5F,青いバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
95,0x5F,青いバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
95,0x5F,青いバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
96,0x60,琥珀のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
96,0x60,琥珀のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
96,0x60,琥珀のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
97,0x61,べっこうのバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
97,0x61,べっこうのバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
97,0x61,べっこうのバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
98,0x62,象牙のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
98,0x62,象牙のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
98,0x62,象牙のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
99,0x63,ギヤマンのバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
99,0x63,ギヤマンのバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
99,0x63,ギヤマンのバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
100,0x64,銅のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
100,0x64,銅のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
100,0x64,銅のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
101,0x65,銀のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
101,0x65,銀のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
101,0x65,銀のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
102,0x66,金のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
102,0x66,金のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
102,0x66,金のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
103,0x67,黄泉のバラ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
103,0x67,黄泉のバラ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
103,0x67,黄泉のバラ,2,0x82,0x0408,0x0B0408,CB:0408,False
104,0x68,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
104,0x68,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
104,0x68,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
105,0x69,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
105,0x69,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
105,0x69,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
106,0x6A,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
106,0x6A,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
106,0x6A,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
107,0x6B,真紅の絹,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
107,0x6B,真紅の絹,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
107,0x6B,真紅の絹,2,0x82,0x0408,0x0B0408,CB:0408,False
108,0x6C,綾織の絹,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
108,0x6C,綾織の絹,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
108,0x6C,綾織の絹,2,0x82,0x0408,0x0B0408,CB:0408,False
109,0x6D,羽二重の絹,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
109,0x6D,羽二重の絹,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
109,0x6D,羽二重の絹,2,0x82,0x0408,0x0B0408,CB:0408,False
110,0x6E,黄泉の絹,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
110,0x6E,黄泉の絹,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
110,0x6E,黄泉の絹,2,0x82,0x0408,0x0B0408,CB:0408,False
111,0x6F,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
111,0x6F,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
111,0x6F,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
