group,frame_index_1based,frame_addr,piece_count,piece_index,piece_flags_hex,x_offset_hex,x_offset_signed,y_offset_hex,y_offset_signed,tile_hex
0,12,C5:1D73,12,0,60,1A,26,F8,-8,04
0,12,C5:1D73,12,1,20,12,18,F8,-8,04
0,12,C5:1D73,12,2,60,06,6,F8,-8,04
0,12,C5:1D73,12,3,30,FE,-2,F8,-8,04
0,12,C5:1D73,12,4,20,1A,26,F0,-16,03
0,12,C5:1D73,12,5,70,FE,-2,F0,-16,03
0,12,C5:1D73,12,6,20,12,18,F0,-16,02
0,12,C5:1D73,12,7,60,06,6,F0,-16,02
0,13,C5:1DA4,12,0,60,1D,29,F8,-8,04
0,13,C5:1DA4,12,1,20,15,21,F8,-8,04
0,13,C5:1DA4,12,2,60,03,3,F8,-8,04
0,13,C5:1DA4,12,3,30,FB,-5,F8,-8,04
0,13,C5:1DA4,12,4,20,1D,29,F0,-16,03
0,13,C5:1DA4,12,5,70,FB,-5,F0,-16,03
0,13,C5:1DA4,12,6,20,15,21,F0,-16,02
0,13,C5:1DA4,12,7,60,03,3,F0,-16,02
0,14,C5:1DD5,12,0,60,20,32,F8,-8,04
0,14,C5:1DD5,12,1,20,18,24,F8,-8,04
0,14,C5:1DD5,12,2,60,00,0,F8,-8,04
0,14,C5:1DD5,12,3,30,F8,-8,F8,-8,04
0,14,C5:1DD5,12,4,20,20,32,F0,-16,03
0,14,C5:1DD5,12,5,70,F8,-8,F0,-16,03
0,14,C5:1DD5,12,6,20,18,24,F0,-16,02
0,14,C5:1DD5,12,7,60,00,0,F0,-16,02
0,15,C5:1E06,12,0,60,24,36,F8,-8,04
0,15,C5:1E06,12,1,20,1C,28,F8,-8,04
0,15,C5:1E06,12,2,70,FC,-4,F8,-8,04
0,15,C5:1E06,12,3,30,F4,-12,F8,-8,04
0,15,C5:1E06,12,4,20,24,36,F0,-16,03
0,15,C5:1E06,12,5,70,F4,-12,F0,-16,03
0,15,C5:1E06,12,6,20,1C,28,F0,-16,02
0,15,C5:1E06,12,7,70,FC,-4,F0,-16,02
0,16,C5:1E37,12,0,60,28,40,F8,-8,04
0,16,C5:1E37,12,1,20,20,32,F8,-8,04
0,16,C5:1E37,12,2,70,F8,-8,F8,-8,04
0,16,C5:1E37,12,3,30,F0,-16,F8,-8,04
0,16,C5:1E37,12,4,20,28,40,F0,-16,03
0,16,C5:1E37,12,5,70,F0,-16,F0,-16,03
0,16,C5:1E37,12,6,20,20,32,F0,-16,02
0,16,C5:1E37,12,7,70,F8,-8,F0,-16,02
1,1,C5:387D,10,0,28,10,16,C0,-64,22
1,1,C5:387D,10,1,20,20,32,C0,-64,11
1,1,C5:387D,10,2,38,F0,-16,C0,-64,22
1,1,C5:387D,10,3,30,F0,-16,B0,-80,01
1,1,C5:387D,10,4,60,28,40,B0,-80,10
1,1,C5:387D,10,5,28,10,16,A0,-96,00
1,1,C5:387D,10,6,60,08,8,B0,-80,11
1,1,C5:387D,10,7,20,00,0,A0,-96,01
1,2,C5:38A6,12,0,28,10,16,C0,-64,22
1,2,C5:38A6,12,1,20,20,32,C0,-64,11
1,2,C5:38A6,12,2,38,F0,-16,C0,-64,22
1,2,C5:38A6,12,3,30,F0,-16,B0,-80,01
1,2,C5:38A6,12,4,60,28,40,B0,-80,10
1,2,C5:38A6,12,5,28,10,16,A0,-96,00
1,2,C5:38A6,12,6,60,08,8,B0,-80,11
1,2,C5:38A6,12,7,20,00,0,A0,-96,01
1,3,C5:38D7,14,0,28,10,16,C0,-64,22
1,3,C5:38D7,14,1,20,20,32,C0,-64,11
1,3,C5:38D7,14,2,38,F0,-16,C0,-64,22
1,3,C5:38D7,14,3,30,F0,-16,B0,-80,01
1,3,C5:38D7,14,4,60,28,40,B0,-80,10
1,3,C5:38D7,14,5,28,10,16,A0,-96,00
1,3,C5:38D7,14,6,60,08,8,B0,-80,11
1,3,C5:38D7,14,7,20,00,0,A0,-96,01
1,4,C5:3910,17,0,68,10,16,C0,-64,2C
1,4,C5:3910,17,1,28,00,0,C0,-64,2C
1,4,C5:3910,17,2,28,10,16,B0,-80,22
1,4,C5:3910,17,3,20,20,32,B0,-80,11
1,4,C5:3910,17,4,20,00,0,B8,-72,10
1,4,C5:3910,17,5,38,F0,-16,B0,-80,22
1,4,C5:3910,17,6,30,F0,-16,A0,-96,01
1,4,C5:3910,17,7,60,28,40,A0,-96,10
1,5,C5:3955,19,0,68,10,16,C0,-64,26
1,5,C5:3955,19,1,28,00,0,C0,-64,26
1,5,C5:3955,19,2,28,10,16,B0,-80,22
1,5,C5:3955,19,3,20,20,32,B0,-80,11
1,5,C5:3955,19,4,20,00,0,B8,-72,10
1,5,C5:3955,19,5,38,F0,-16,B0,-80,22
1,5,C5:3955,19,6,30,F0,-16,A0,-96,01
1,5,C5:3955,19,7,60,28,40,A0,-96,10
1,6,C5:39A2,19,0,68,10,16,C0,-64,28
1,6,C5:39A2,19,1,28,00,0,C0,-64,28
1,6,C5:39A2,19,2,28,10,16,B0,-80,22
1,6,C5:39A2,19,3,20,20,32,B0,-80,11
1,6,C5:39A2,19,4,20,00,0,B8,-72,10
1,6,C5:39A2,19,5,38,F0,-16,B0,-80,22
1,6,C5:39A2,19,6,30,F0,-16,A0,-96,01
1,6,C5:39A2,19,7,60,28,40,A0,-96,10
1,7,C5:39EF,19,0,68,10,16,C0,-64,2A
1,7,C5:39EF,19,1,28,00,0,C0,-64,2A
1,7,C5:39EF,19,2,28,10,16,A0,-96,22
1,7,C5:39EF,19,3,20,20,32,A0,-96,11
1,7,C5:39EF,19,4,20,00,0,A8,-88,10
1,7,C5:39EF,19,5,38,F0,-16,A0,-96,22
1,7,C5:39EF,19,6,30,F0,-16,90,-112,01
1,7,C5:39EF,19,7,60,28,40,90,-112,10
1,8,C5:3A3C,19,0,68,10,16,C0,-64,2C
1,8,C5:3A3C,19,1,28,00,0,C0,-64,2C
1,8,C5:3A3C,19,2,28,10,16,A0,-96,22
1,8,C5:3A3C,19,3,20,20,32,A0,-96,11
1,8,C5:3A3C,19,4,20,00,0,A8,-88,10
1,8,C5:3A3C,19,5,38,F0,-16,A0,-96,22
1,8,C5:3A3C,19,6,30,F0,-16,90,-112,01
1,8,C5:3A3C,19,7,60,28,40,90,-112,10
1,9,C5:3A89,19,0,68,10,16,C0,-64,26
1,9,C5:3A89,19,1,28,00,0,C0,-64,26
1,9,C5:3A89,19,2,28,10,16,A0,-96,22
1,9,C5:3A89,19,3,20,20,32,A0,-96,11
1,9,C5:3A89,19,4,20,00,0,A8,-88,10
1,9,C5:3A89,19,5,38,F0,-16,A0,-96,22
1,9,C5:3A89,19,6,30,F0,-16,90,-112,01
1,9,C5:3A89,19,7,60,28,40,90,-112,10
1,10,C5:3AD6,17,0,68,10,16,C0,-64,28
1,10,C5:3AD6,17,1,28,00,0,C0,-64,28
1,10,C5:3AD6,17,2,28,10,16,90,-112,22
1,10,C5:3AD6,17,3,20,20,32,90,-112,11
1,10,C5:3AD6,17,4,20,00,0,98,-104,10
1,10,C5:3AD6,17,5,38,F0,-16,90,-112,22
1,10,C5:3AD6,17,6,30,F0,-16,80,-128,01
1,10,C5:3AD6,17,7,60,28,40,80,-128,10
1,11,C5:3B1B,17,0,68,10,16,C0,-64,2A
1,11,C5:3B1B,17,1,28,00,0,C0,-64,2A
1,11,C5:3B1B,17,2,28,10,16,90,-112,22
1,11,C5:3B1B,17,3,20,20,32,90,-112,11
1,11,C5:3B1B,17,4,20,00,0,98,-104,10
1,11,C5:3B1B,17,5,38,F0,-16,90,-112,22
1,11,C5:3B1B,17,6,30,F0,-16,80,-128,01
1,11,C5:3B1B,17,7,60,28,40,80,-128,10
1,12,C5:3B60,17,0,68,10,16,C0,-64,2C
1,12,C5:3B60,17,1,28,00,0,C0,-64,2C
1,12,C5:3B60,17,2,28,10,16,90,-112,22
1,12,C5:3B60,17,3,20,20,32,90,-112,11
1,12,C5:3B60,17,4,20,00,0,98,-104,10
1,12,C5:3B60,17,5,38,F0,-16,90,-112,22
1,12,C5:3B60,17,6,30,F0,-16,80,-128,01
1,12,C5:3B60,17,7,60,28,40,80,-128,10
1,13,C5:3BA5,14,0,68,10,16,C0,-64,26
1,13,C5:3BA5,14,1,28,00,0,C0,-64,26
1,13,C5:3BA5,14,2,28,10,16,80,-128,22
1,13,C5:3BA5,14,3,20,20,32,80,-128,11
1,13,C5:3BA5,14,4,20,00,0,88,-120,10
1,13,C5:3BA5,14,5,38,F0,-16,80,-128,22
1,13,C5:3BA5,14,6,68,10,16,B0,-80,02
1,13,C5:3BA5,14,7,68,10,16,A0,-96,02
1,14,C5:3BDE,14,0,68,10,16,C0,-64,28
1,14,C5:3BDE,14,1,28,00,0,C0,-64,28
1,14,C5:3BDE,14,2,28,10,16,80,-128,22
1,14,C5:3BDE,14,3,20,20,32,80,-128,11
1,14,C5:3BDE,14,4,20,00,0,88,-120,10
1,14,C5:3BDE,14,5,38,F0,-16,80,-128,22
1,14,C5:3BDE,14,6,68,10,16,B0,-80,04
1,14,C5:3BDE,14,7,68,10,16,A0,-96,04
1,15,C5:3C17,14,0,68,10,16,C0,-64,2A
1,15,C5:3C17,14,1,28,00,0,C0,-64,2A
1,15,C5:3C17,14,2,28,10,16,80,-128,22
1,15,C5:3C17,14,3,20,20,32,80,-128,11
1,15,C5:3C17,14,4,20,00,0,88,-120,10
1,15,C5:3C17,14,5,38,F0,-16,80,-128,22
1,15,C5:3C17,14,6,68,10,16,B0,-80,06
1,15,C5:3C17,14,7,68,10,16,A0,-96,06
1,16,C5:3C50,10,0,68,10,16,C0,-64,2C
1,16,C5:3C50,10,1,28,00,0,C0,-64,2C
1,16,C5:3C50,10,2,68,10,16,B0,-80,08
1,16,C5:3C50,10,3,68,10,16,A0,-96,08
1,16,C5:3C50,10,4,68,10,16,90,-112,08
1,16,C5:3C50,10,5,68,10,16,80,-128,08
1,16,C5:3C50,10,6,28,00,0,B0,-80,08
1,16,C5:3C50,10,7,28,00,0,A0,-96,08
2,1,C1:03B6,2,0,22,07,7,F5,-11,18
2,1,C1:03B6,2,1,6A,00,0,F0,-16,04
2,2,C1:03BF,2,0,22,08,8,F2,-14,08
2,2,C1:03BF,2,1,6A,00,0,F0,-16,00
2,3,C1:03C8,2,0,22,00,0,F5,-11,18
2,3,C1:03C8,2,1,2A,00,0,F0,-16,06
2,4,C1:03D1,2,0,22,01,1,F2,-14,08
2,4,C1:03D1,2,1,6A,00,0,F0,-16,06
2,5,C1:03DA,1,0,2A,00,0,F0,-16,04
2,6,C1:03DF,1,0,2A,00,0,F0,-16,00
2,7,C1:03E4,2,0,62,08,8,F1,-15,08
2,7,C1:03E4,2,1,6A,00,0,F0,-16,02
2,8,C1:03ED,2,0,62,07,7,F4,-12,18
2,8,C1:03ED,2,1,2A,00,0,F0,-16,02
2,9,C1:03F6,2,0,82,07,7,03,3,18
2,9,C1:03F6,2,1,CA,00,0,00,0,04
2,10,C1:03FF,2,0,82,08,8,06,6,08
2,10,C1:03FF,2,1,CA,00,0,00,0,00
2,11,C1:0408,2,0,82,00,0,03,3,18
2,11,C1:0408,2,1,8A,00,0,00,0,06
2,12,C1:0411,2,0,82,01,1,06,6,08
2,12,C1:0411,2,1,CA,00,0,00,0,06
2,13,C1:041A,1,0,8A,00,0,00,0,04
2,14,C1:041F,1,0,8A,00,0,00,0,00
2,15,C1:0424,2,0,C2,08,8,07,7,08
2,15,C1:0424,2,1,CA,00,0,00,0,02
2,16,C1:042D,2,0,C2,07,7,04,4,18
2,16,C1:042D,2,1,8A,00,0,00,0,02
3,1,C1:1D5B,1,0,6A,00,0,F0,-16,04
3,2,C1:1D60,1,0,6A,00,0,F0,-16,06
3,3,C1:1D65,1,0,2A,00,0,F0,-16,00
3,4,C1:1D6A,1,0,6A,00,0,F0,-16,00
3,5,C1:1D6F,1,0,2A,00,0,F0,-16,04
3,6,C1:1D74,1,0,2A,00,0,F0,-16,06
3,7,C1:1D79,1,0,2A,00,0,F0,-16,02
3,8,C1:1D7E,1,0,6A,00,0,F0,-16,02
3,9,C1:1D9B,1,0,6A,00,0,F0,-16,0C
3,10,C1:1DA0,1,0,6A,00,0,F0,-16,0E
3,11,C1:1DA5,1,0,2A,00,0,F0,-16,08
3,12,C1:1DAA,1,0,6A,00,0,F0,-16,08
3,13,C1:1DAF,1,0,2A,00,0,F0,-16,0C
3,14,C1:1DB4,1,0,2A,00,0,F0,-16,0E
3,15,C1:1DB9,1,0,2A,00,0,F0,-16,0A
3,16,C1:1DBE,1,0,6A,00,0,F0,-16,0A
4,1,C1:2F09,1,0,20,04,4,E4,-28,00
4,2,C1:2F0E,1,0,20,04,4,E4,-28,10
4,3,C1:2F13,1,0,20,04,4,E4,-28,01
4,4,C1:2F18,1,0,20,04,4,E4,-28,11
4,5,C1:2F1D,1,0,20,04,4,E4,-28,02
4,6,C1:2F22,1,0,A0,04,4,E5,-27,11
4,7,C1:2F27,1,0,20,04,4,E4,-28,12
4,8,C1:2F2C,1,0,20,04,4,E4,-28,03
4,9,C1:2F31,1,0,20,04,4,E4,-28,13
4,10,C1:2F36,2,0,60,08,8,F8,-8,04
4,10,C1:2F36,2,1,20,00,0,F8,-8,04
4,11,C1:2F3F,1,0,20,04,4,DC,-36,00
4,12,C1:2F44,1,0,20,04,4,DC,-36,10
4,13,C1:2F49,1,0,20,04,4,DC,-36,01
4,14,C1:2F4E,1,0,20,04,4,DC,-36,11
4,15,C1:2F53,1,0,20,04,4,DC,-36,02
4,16,C1:2F58,1,0,A0,04,4,DD,-35,11
5,1,C1:41CE,1,0,2A,00,0,F0,-16,20
5,2,C1:41D3,1,0,2A,00,0,F0,-16,22
5,3,C1:41D8,1,0,2A,00,0,F0,-16,24
5,4,C1:41E5,1,0,2A,00,0,F0,-16,26
5,5,C1:41EA,1,0,2A,00,0,F0,-16,28
5,6,C1:41EF,1,0,2A,00,0,F0,-16,2A
5,7,C1:41FC,1,0,2A,00,0,F0,-16,02
5,8,C1:4201,1,0,2A,00,0,F0,-16,00
5,9,C1:420E,4,0,2A,10,16,F0,-16,0E
5,9,C1:420E,4,1,2A,00,0,F0,-16,0C
5,9,C1:420E,4,2,2A,10,16,E0,-32,0A
5,9,C1:420E,4,3,2A,00,0,E0,-32,08
5,10,C1:421F,4,0,2A,10,16,F0,-16,06
5,10,C1:421F,4,1,2A,00,0,F0,-16,04
5,10,C1:421F,4,2,2A,10,16,E0,-32,02
5,10,C1:421F,4,3,2A,00,0,E0,-32,00
5,11,C1:4238,1,0,22,04,4,70,112,03
5,12,C1:423D,3,0,62,04,4,80,-128,13
5,12,C1:423D,3,1,62,04,4,78,120,11
5,12,C1:423D,3,2,62,04,4,70,112,01
5,13,C1:424A,8,0,22,04,4,78,120,12
5,13,C1:424A,8,1,22,04,4,70,112,02
5,13,C1:424A,8,2,22,04,4,A8,-88,12
5,13,C1:424A,8,3,22,04,4,A0,-96,02
5,13,C1:424A,8,4,22,04,4,98,-104,12
5,13,C1:424A,8,5,22,04,4,90,-112,02
5,13,C1:424A,8,6,22,04,4,88,-120,12
5,13,C1:424A,8,7,22,04,4,80,-128,02
5,14,C1:426B,21,0,62,04,4,78,120,10
5,14,C1:426B,21,1,62,04,4,70,112,00
5,14,C1:426B,21,2,E2,14,20,E8,-24,15
5,14,C1:426B,21,3,B2,F4,-12,E8,-24,15
5,14,C1:426B,21,4,62,0C,12,F4,-12,14
5,14,C1:426B,21,5,32,FC,-4,F4,-12,14
5,14,C1:426B,21,6,62,04,4,F0,-16,03
5,14,C1:426B,21,7,62,04,4,E8,-24,10
5,15,C1:42C0,21,0,62,04,4,78,120,11
5,15,C1:42C0,21,1,62,04,4,70,112,01
5,15,C1:42C0,21,2,E2,1C,28,E0,-32,15
5,15,C1:42C0,21,3,B2,EC,-20,E0,-32,15
5,15,C1:42C0,21,4,62,0C,12,F4,-12,05
5,15,C1:42C0,21,5,32,FC,-4,F4,-12,05
5,15,C1:42C0,21,6,62,04,4,F0,-16,13
5,15,C1:42C0,21,7,62,04,4,E8,-24,11
5,16,C1:4315,19,0,62,04,4,78,120,12
5,16,C1:4315,19,1,62,04,4,70,112,02
5,16,C1:4315,19,2,62,04,4,F0,-16,02
5,16,C1:4315,19,3,62,0C,12,F4,-12,05
5,16,C1:4315,19,4,32,FC,-4,F4,-12,05
5,16,C1:4315,19,5,62,04,4,E8,-24,12
5,16,C1:4315,19,6,62,04,4,E0,-32,02
5,16,C1:4315,19,7,62,04,4,D8,-40,12
6,1,C1:6585,1,0,28,00,0,F0,-16,06
6,2,C1:658A,1,0,68,00,0,F0,-16,06
6,3,C1:658F,1,0,28,00,0,F2,-14,06
6,4,C1:6594,1,0,28,00,0,F2,-14,08
6,5,C1:6599,1,0,28,00,0,F0,-16,0A
6,6,C1:659E,1,0,68,00,0,F0,-16,0A
6,7,C1:65A3,1,0,68,00,0,F0,-16,04
6,8,C1:65A8,1,0,68,00,0,F0,-16,00
6,9,C1:65AD,1,0,28,00,0,F0,-16,02
6,10,C1:65B2,1,0,68,00,0,F0,-16,02
6,11,C1:65B7,1,0,28,00,0,F0,-16,04
6,12,C1:65BC,1,0,28,00,0,F0,-16,00
6,13,C1:65C1,1,0,68,00,0,F0,-16,20
6,14,C1:65C6,4,0,60,07,7,F8,-8,25
6,14,C1:65C6,4,1,20,00,0,F8,-8,25
6,14,C1:65C6,4,2,20,08,8,F0,-16,21
6,14,C1:65C6,4,3,20,00,0,F0,-16,20
6,15,C1:65D7,4,0,60,08,8,F8,-8,34
6,15,C1:65D7,4,1,20,00,0,F8,-8,34
6,15,C1:65D7,4,2,60,08,8,F0,-16,24
6,15,C1:65D7,4,3,20,00,0,F0,-16,24
6,16,C1:65E8,1,0,28,00,0,F0,-16,0C
7,1,C5:48F6,1,0,2A,00,0,F0,-16,0C
7,2,C5:490B,1,0,20,03,3,F8,-8,1D
7,3,C5:4910,1,0,28,00,0,F0,-16,06
7,4,C5:4915,4,0,60,08,8,F2,-14,18
7,4,C5:4915,4,1,20,00,0,F2,-14,18
7,4,C5:4915,4,2,60,08,8,EA,-22,08
7,4,C5:4915,4,3,20,00,0,EA,-22,08
7,5,C5:4926,4,0,60,08,8,EB,-21,18
7,5,C5:4926,4,1,20,00,0,EB,-21,18
7,5,C5:4926,4,2,60,08,8,E3,-29,08
7,5,C5:4926,4,3,20,00,0,E3,-29,08
7,6,C5:4937,4,0,60,08,8,E5,-27,19
7,6,C5:4937,4,1,20,00,0,E5,-27,19
7,6,C5:4937,4,2,60,08,8,DD,-35,09
7,6,C5:4937,4,3,20,00,0,DD,-35,09
7,7,C5:4948,4,0,60,08,8,DF,-33,19
7,7,C5:4948,4,1,20,00,0,DF,-33,19
7,7,C5:4948,4,2,60,08,8,D7,-41,09
7,7,C5:4948,4,3,20,00,0,D7,-41,09
7,8,C5:4959,4,0,60,08,8,DC,-36,1A
7,8,C5:4959,4,1,20,00,0,DC,-36,1A
7,8,C5:4959,4,2,60,08,8,D4,-44,0A
7,8,C5:4959,4,3,20,00,0,D4,-44,0A
7,9,C5:496A,4,0,60,08,8,DA,-38,1B
7,9,C5:496A,4,1,20,00,0,DA,-38,1B
7,9,C5:496A,4,2,60,08,8,D2,-46,0B
7,9,C5:496A,4,3,20,00,0,D2,-46,0B
7,10,C5:497B,4,0,60,08,8,DE,-34,1C
7,10,C5:497B,4,1,20,00,0,DE,-34,1C
7,10,C5:497B,4,2,60,08,8,D6,-42,0C
7,10,C5:497B,4,3,20,00,0,D6,-42,0C
7,11,C5:498C,4,0,60,08,8,E7,-25,1C
7,11,C5:498C,4,1,20,00,0,E7,-25,1C
7,11,C5:498C,4,2,60,08,8,DF,-33,0C
7,11,C5:498C,4,3,20,00,0,DF,-33,0C
7,12,C5:499D,4,0,60,08,8,EF,-17,1C
7,12,C5:499D,4,1,20,00,0,EF,-17,1C
7,12,C5:499D,4,2,60,08,8,E7,-25,0C
7,12,C5:499D,4,3,20,00,0,E7,-25,0C
7,13,C5:49AE,2,0,20,08,8,F8,-8,15
7,13,C5:49AE,2,1,20,00,0,F8,-8,14
7,14,C5:49B7,2,0,20,08,8,F9,-7,0E
7,14,C5:49B7,2,1,20,00,0,F9,-7,0D
7,15,C5:49DC,1,0,6A,00,0,F0,-16,00
7,16,C5:49E1,1,0,6A,00,0,F0,-16,02
8,1,C2:531B,5,0,28,50,80,9C,-100,03
8,1,C2:531B,5,1,20,60,96,94,-108,02
8,1,C2:531B,5,2,20,68,104,8C,-116,12
8,1,C2:531B,5,3,20,70,112,80,-128,00
8,1,C2:531B,5,4,20,78,120,80,-128,01
8,2,C2:5330,7,0,28,68,104,C8,-56,03
8,2,C2:5330,7,1,20,78,120,C0,-64,12
8,2,C2:5330,7,2,28,30,48,BB,-69,05
8,2,C2:5330,7,3,28,48,72,A4,-92,03
8,2,C2:5330,7,4,20,58,88,9C,-100,02
8,2,C2:5330,7,5,20,64,100,90,-112,12
8,2,C2:5330,7,6,28,70,112,80,-128,07
8,3,C2:534D,3,0,20,68,104,8D,-115,02
8,3,C2:534D,3,1,20,74,116,81,-127,11
8,3,C2:534D,3,2,20,78,120,80,-128,10
8,4,C2:535A,1,0,E0,78,120,80,-128,11
8,5,C2:535F,19,0,08,60,96,10,16,05
8,5,C2:535F,19,1,00,78,120,00,0,02
8,5,C2:535F,19,2,20,20,32,80,-128,02
8,5,C2:535F,19,3,28,78,120,B8,-72,03
8,5,C2:535F,19,4,28,58,88,D8,-40,05
8,5,C2:535F,19,5,20,48,72,80,-128,12
8,5,C2:535F,19,6,28,38,56,88,-120,03
8,5,C2:535F,19,7,28,28,40,98,-104,03
8,6,C2:53AC,7,0,28,40,64,80,-128,03
8,6,C2:53AC,7,1,28,48,72,A4,-92,03
8,6,C2:53AC,7,2,20,78,120,80,-128,10
8,6,C2:53AC,7,3,20,6C,108,88,-120,12
8,6,C2:53AC,7,4,28,50,80,A0,-96,03
8,6,C2:53AC,7,5,20,5C,92,98,-104,02
8,6,C2:53AC,7,6,20,60,96,94,-108,02
8,7,C2:53F1,1,0,22,00,0,F0,-16,10
8,8,C2:53F6,1,0,22,00,0,F0,-16,11
8,9,C2:53FB,1,0,22,00,0,F0,-16,12
8,10,C2:5400,1,0,22,00,0,F0,-16,13
8,11,C2:5405,1,0,22,00,0,F0,-16,14
8,12,C2:541E,1,0,22,00,0,F0,-16,15
8,13,C2:5423,1,0,22,00,0,F0,-16,16
8,14,C2:5428,1,0,22,00,0,F0,-16,17
8,15,C2:542D,1,0,22,00,0,F0,-16,18
8,16,C2:5432,1,0,22,00,0,F0,-16,19
9,1,C2:6061,1,0,78,F8,-8,50,80,04
9,2,C2:6066,2,0,38,F8,-8,50,80,02
9,2,C2:6066,2,1,38,F8,-8,60,96,04
9,3,C2:606F,5,0,78,F8,-8,50,80,00
9,3,C2:606F,5,1,78,F8,-8,60,96,02
