screen_index,screen_vram_base,screen_x,screen_y,x,y,global_x_assuming_4x4,global_y_assuming_4x4,entry_hex,tile,tile_hex,tile_vram_offset_if_charbase_8000_4bpp,palette,hflip,vflip,priority
0,0x0000,0,0,24,1,24,1,0x0002,2,0x002,0x8040,0,0,0,0
0,0x0000,0,0,25,1,25,1,0x0003,3,0x003,0x8060,0,0,0,0
0,0x0000,0,0,26,1,26,1,0x0002,2,0x002,0x8040,0,0,0,0
0,0x0000,0,0,27,1,27,1,0x0003,3,0x003,0x8060,0,0,0,0
0,0x0000,0,0,28,1,28,1,0x0002,2,0x002,0x8040,0,0,0,0
0,0x0000,0,0,29,1,29,1,0x0003,3,0x003,0x8060,0,0,0,0
0,0x0000,0,0,30,1,30,1,0x0002,2,0x002,0x8040,0,0,0,0
0,0x0000,0,0,31,1,31,1,0x0003,3,0x003,0x8060,0,0,0,0
0,0x0000,0,0,0,2,0,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,1,2,1,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,2,2,2,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,3,2,3,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,4,2,4,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,5,2,5,2,0x5F03,771,0x303,0xE060,5,1,1,0
0,0x0000,0,0,6,2,6,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,7,2,7,2,0x2B03,771,0x303,0xE060,2,0,1,0
0,0x0000,0,0,8,2,8,2,0x2B02,770,0x302,0xE040,2,0,1,0
0,0x0000,0,0,9,2,9,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,10,2,10,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,11,2,11,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,12,2,12,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,13,2,13,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,14,2,14,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,15,2,15,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,16,2,16,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,17,2,17,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,18,2,18,2,0x5F02,770,0x302,0xE040,5,1,1,0
0,0x0000,0,0,19,2,19,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,20,2,20,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,21,2,21,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,22,2,22,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,23,2,23,2,0x5F03,771,0x303,0xE060,5,1,1,0
0,0x0000,0,0,24,2,24,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,25,2,25,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,26,2,26,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,27,2,27,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,28,2,28,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,29,2,29,2,0x2B03,771,0x303,0xE060,2,0,1,0
0,0x0000,0,0,30,2,30,2,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,31,2,31,2,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,0,3,0,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,1,3,1,3,0x2B03,771,0x303,0xE060,2,0,1,0
0,0x0000,0,0,2,3,2,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,3,3,3,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,4,3,4,3,0x5F02,770,0x302,0xE040,5,1,1,0
0,0x0000,0,0,5,3,5,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,6,3,6,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,7,3,7,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,8,3,8,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,9,3,9,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,10,3,10,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,11,3,11,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,12,3,12,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,13,3,13,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,14,3,14,3,0x5F02,770,0x302,0xE040,5,1,1,0
0,0x0000,0,0,15,3,15,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,16,3,16,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,17,3,17,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,18,3,18,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,19,3,19,3,0x5F03,771,0x303,0xE060,5,1,1,0
0,0x0000,0,0,20,3,20,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,21,3,21,3,0x2B03,771,0x303,0xE060,2,0,1,0
0,0x0000,0,0,22,3,22,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,23,3,23,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,24,3,24,3,0x5F02,770,0x302,0xE040,5,1,1,0
0,0x0000,0,0,25,3,25,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,26,3,26,3,0x2B02,770,0x302,0xE040,2,0,1,0
0,0x0000,0,0,27,3,27,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,28,3,28,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,29,3,29,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,30,3,30,3,0x2A02,514,0x202,0xC040,2,0,1,0
0,0x0000,0,0,31,3,31,3,0x2A03,515,0x203,0xC060,2,0,1,0
0,0x0000,0,0,0,4,0,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,1,4,1,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,2,4,2,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,3,4,3,4,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,4,4,4,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,5,4,5,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,6,4,6,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,7,4,7,4,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,8,4,8,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,9,4,9,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,10,4,10,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,11,4,11,4,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,12,4,12,4,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,13,4,13,4,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,14,4,14,4,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,15,4,15,4,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,16,4,16,4,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,17,4,17,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,18,4,18,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,19,4,19,4,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,20,4,20,4,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,21,4,21,4,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,22,4,22,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,23,4,23,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,24,4,24,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,25,4,25,4,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,26,4,26,4,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,27,4,27,4,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,28,4,28,4,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,29,4,29,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,30,4,30,4,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,31,4,31,4,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,0,5,0,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,1,5,1,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,2,5,2,5,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,3,5,3,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,4,5,4,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,5,5,5,5,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,6,5,6,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,7,5,7,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,8,5,8,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,9,5,9,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,10,5,10,5,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,11,5,11,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,12,5,12,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,13,5,13,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,14,5,14,5,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,15,5,15,5,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,16,5,16,5,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,17,5,17,5,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,18,5,18,5,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,19,5,19,5,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,20,5,20,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,21,5,21,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,22,5,22,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,23,5,23,5,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,24,5,24,5,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,25,5,25,5,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,26,5,26,5,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,27,5,27,5,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,28,5,28,5,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,29,5,29,5,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,30,5,30,5,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,31,5,31,5,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,0,6,0,6,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,1,6,1,6,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,2,6,2,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,3,6,3,6,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,4,6,4,6,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,5,6,5,6,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,6,6,6,6,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,7,6,7,6,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,8,6,8,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,9,6,9,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,10,6,10,6,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,11,6,11,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,12,6,12,6,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,13,6,13,6,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,14,6,14,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,15,6,15,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,16,6,16,6,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,17,6,17,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,18,6,18,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,19,6,19,6,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,20,6,20,6,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,21,6,21,6,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,22,6,22,6,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,23,6,23,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,24,6,24,6,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,25,6,25,6,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,26,6,26,6,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,27,6,27,6,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,28,6,28,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,29,6,29,6,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,30,6,30,6,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,31,6,31,6,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,0,7,0,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,1,7,1,7,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,2,7,2,7,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,3,7,3,7,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,4,7,4,7,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,5,7,5,7,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,6,7,6,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,7,7,7,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,8,7,8,7,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,9,7,9,7,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,10,7,10,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,11,7,11,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,12,7,12,7,0x2212,530,0x212,0xC240,2,0,0,0
0,0x0000,0,0,13,7,13,7,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,14,7,14,7,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,15,7,15,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,16,7,16,7,0x2112,274,0x112,0xA240,2,0,0,0
0,0x0000,0,0,17,7,17,7,0x2213,531,0x213,0xC260,2,0,0,0
0,0x0000,0,0,18,7,18,7,0x2412,18,0x012,0x8240,2,1,0,0
0,0x0000,0,0,19,7,19,7,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,20,7,20,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,21,7,21,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,22,7,22,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,23,7,23,7,0x2113,275,0x113,0xA260,2,0,0,0
0,0x0000,0,0,24,7,24,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,25,7,25,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,26,7,26,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,27,7,27,7,0x2413,19,0x013,0x8260,2,1,0,0
0,0x0000,0,0,28,7,28,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,29,7,29,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,30,7,30,7,0x2312,786,0x312,0xE240,2,0,0,0
0,0x0000,0,0,31,7,31,7,0x2313,787,0x313,0xE260,2,0,0,0
0,0x0000,0,0,0,8,0,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,1,8,1,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,2,8,2,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,3,8,3,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,4,8,4,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,5,8,5,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,6,8,6,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,7,8,7,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,8,8,8,8,0x2602,514,0x202,0xC040,2,1,0,0
0,0x0000,0,0,9,8,9,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,10,8,10,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,11,8,11,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,12,8,12,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,13,8,13,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,14,8,14,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,15,8,15,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,16,8,16,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,17,8,17,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,18,8,18,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,19,8,19,8,0x2603,515,0x203,0xC060,2,1,0,0
0,0x0000,0,0,20,8,20,8,0x2602,514,0x202,0xC040,2,1,0,0
0,0x0000,0,0,21,8,21,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,22,8,22,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,23,8,23,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,24,8,24,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,25,8,25,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,26,8,26,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,27,8,27,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,28,8,28,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,29,8,29,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,30,8,30,8,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,31,8,31,8,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,0,9,0,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,1,9,1,9,0x2603,515,0x203,0xC060,2,1,0,0
0,0x0000,0,0,2,9,2,9,0x2602,514,0x202,0xC040,2,1,0,0
0,0x0000,0,0,3,9,3,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,4,9,4,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,5,9,5,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,6,9,6,9,0x2602,514,0x202,0xC040,2,1,0,0
0,0x0000,0,0,7,9,7,9,0x2603,515,0x203,0xC060,2,1,0,0
0,0x0000,0,0,8,9,8,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,9,9,9,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,10,9,10,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,11,9,11,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,12,9,12,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,13,9,13,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,14,9,14,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,15,9,15,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,16,9,16,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,17,9,17,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,18,9,18,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,19,9,19,9,0x2603,515,0x203,0xC060,2,1,0,0
0,0x0000,0,0,20,9,20,9,0x2602,514,0x202,0xC040,2,1,0,0
0,0x0000,0,0,21,9,21,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,22,9,22,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,23,9,23,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,24,9,24,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,25,9,25,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,26,9,26,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,27,9,27,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,28,9,28,9,0x2502,258,0x102,0xA040,2,1,0,0
0,0x0000,0,0,29,9,29,9,0x2503,259,0x103,0xA060,2,1,0,0
0,0x0000,0,0,30,9,30,9,0x2502,258,0x102,0xA040,2,1,0,0
