stream_id,record_index,record_rom,header_byte,x_start,x_end,width,seg0_bytes_hex,seg1_packed_hex,seg1_unpacked_nibbles_hex,seg2_bytes_hex,seg3_packed_hex,seg3_unpacked_nibbles_hex,candidate_buffer64_hex
1,36,0x1A3EA5,0x1F,1,15,15,00007fffff4e0e0e0e0e0e0e0e1f0e,00cee40000000000,00CEE4000000000,0000007f4404040404040404040e00,000c400000000000,000C40000000000,0000007fffff4e0e0e0e0e0e0e0e1f0e000000cceeee44000000000000000000000000007f4404040404040404040e0000000000cc4400000000000000000000
1,37,0x1A3ED3,0x1F,1,15,15,000070f970707070707070703f1f0f,00efeeeeeeeec800,00EFEEEEEEEEC80,000000702020202020202020100f00,000e444444448000,000E44444444800,00000070f970707070707070703f1f0f000000eeffeeeeeeeeeeeeeeeecc880000000000702020202020202020100f0000000000ee4444444444444444880000
1,38,0x1A3F01,0x1F,1,15,15,000070f87038381d1d1d0f0f070702,006f7eeccc880000,006F7EECCC88000,000000702010100808080505020200,0006244888000000,000624488800000,00000070f87038381d1d1d0f0f07070200000066ff77eeeecccccc88880000000000000070201010080808050502020000000000662244448888880000000000
1,39,0x1A3F2F,0x1F,1,15,15,000072ff7777773f3f3f3f3d1d1d08,006f777eeeeecc80,006F777EEEEECC8,000000722222221515151518080800,00062224444c8800,00062224444C880,00000072ff7777773f3f3f3f3d1d1d0800000066ff777777eeeeeeeeeecccc8800000000722222221515151518080800000000006622222244444444cc888800
1,40,0x1A3F5D,0x1F,1,15,15,000060f1713b3b1f0e1f3b3b71f170,00cec8800088cee0,00CEC8800088CEE,000000602011110a040a1111206000,000c800000008c00,000C800000008C0,00000060f1713b3b1f0e1f3b3b71f170000000cceecc88880000008888cceeee00000000602011110a040a111120600000000000cc880000000000000088cc00
1,41,0x1A3F8B,0x1F,1,15,15,000071fb713b3b1f0e0e0e0e0e0e04,00cec88000000000,00CEC8800000000,000000712011110a04040404040400,000c800000000000,000C80000000000,00000071fb713b3b1f0e0e0e0e0e0e04000000cceecc8888000000000000000000000000712011110a0404040404040000000000cc8800000000000000000000
1,42,0x1A3FB9,0x1F,1,15,15,00007fffff4103070e1c3870ffff7f,00ceec800004eec0,00CEEC800004EEC,0000007f4000010204081020407f00,000c480000004c00,000C480000004C0,0000007fffff4103070e1c3870ffff7f000000cceeeecc880000000044eeeecc000000007f4000010204081020407f0000000000cc448800000000000044cc00
1,43,0x1A3FE7,0x1F,1,15,15,00081c387070e0e0e0e07070381c08,0000000000000000,000000000000000,000008102020404040402020100800,0000000000000000,000000000000000,0000081c387070e0e0e0e07070381c08000000000000000000000000000000000000000810202040404040202010080000000000000000000000000000000000
1,44,0x1A4015,0x1F,1,15,15,0040e07038381c1c1c1c383870e040,0000000000000000,000000000000000,000040201010080808081010204000,0000000000000000,000000000000000,000040e07038381c1c1c1c383870e040000000000000000000000000000000000000004020101008080808101020400000000000000000000000000000000000
1,45,0x1A4043,0x1F,1,15,15,78fcfce0e0e0e0e0e0600000000000,0000000000000000,000000000000000,007840404040404040000000000000,0000000000000000,000000000000000,0078fcfce0e0e0e0e0e0600000000000000000000000000000000000000000000000784040404040404000000000000000000000000000000000000000000000
1,46,0x1A4071,0x1F,1,15,15,0000000000081c1c1c1c1c1c7cfc7c,0000000000000000,000000000000000,000000000000080808080808087800,0000000000000000,000000000000000,000000000000081c1c1c1c1c1c7cfc7c000000000000000000000000000000000000000000000008080808080808780000000000000000000000000000000000
1,47,0x1A409F,0x1F,1,15,15,000000000000003c7fff4300000000,00000002fec00000,00000002FEC0000,00000000000000003c430000000000,000000002c000000,000000002C00000,00000000000000003c7fff4300000000000000000000000022ffeecc000000000000000000000000003c43000000000000000000000000000022cc0000000000
1,48,0x1A40CD,0x1F,1,15,15,000000000000007fff7f0000000000,00000008c8000000,00000008C800000,00000000000000007f000000000000,0000000080000000,000000008000000,00000000000000007fff7f0000000000000000000000000088cc8800000000000000000000000000007f00000000000000000000000000000088000000000000
1,49,0x1A40FB,0x1F,1,15,15,0000040e4eeeff7f1f1f7fffee4e04,00004eec00cee400,00004EEC00CEE40,00000004044464150e0e1564440400,000004c0000c4000,000004C0000C400,000000040e4eeeff7f1f1f7fffee4e04000000000044eeeecc0000cceeee44000000000004044464150e0e156444040000000000000044cc00000000cc440000
1,50,0x1A4129,0x1F,1,15,15,000f1f3f7f7ff9f8f8f97f7f3f1f0f,008cee7777eec800,008CEE7777EEC80,00000f102629505050502926100f00,0008442222448000,000844222244800,00000f1f3f7f7ff9f8f8f97f7f3f1f0f00000088cceeee77777777eeeecc88000000000f102629505050502926100f0000000000884444222222224444880000
1,51,0x1A4157,0x1F,1,15,15,0000040e0e0e0e7fff7f0e0e0e0e04,0000000efe000000,0000000EFE00000,00000004040404047f040404040400,00000000e0000000,00000000E000000,000000040e0e0e0e7fff7f0e0e0e0e040000000000000000eeffee00000000000000000004040404047f040404040400000000000000000000ee000000000000
1,52,0x1A4185,0x1F,1,15,15,000000000000007fff7f0000000000,0000000efe000000,0000000EFE00000,00000000000000007f000000000000,00000000e0000000,00000000E000000,00000000000000007fff7f00000000000000000000000000eeffee00000000000000000000000000007f000000000000000000000000000000ee000000000000
1,53,0x1A41B3,0x1F,1,15,15,0000000000000103070e1c3870e040,00027ec800000000,00027EC80000000,000000000000000102040810204000,0000248000000000,000024800000000,000000000000000103070e1c3870e040000000002277eecc88000000000000000000000000000000010204081020400000000000002244880000000000000000
1,54,0x1A41E1,0x1F,1,15,15,000040e4eefdfbf3fbffef45030100,0000affffffffec0,0000AFFFFFFFFEC,000000404448516151494400010000,00000a6226a22c00,00000A6226A22C0,00000040e4eefdfbf3fbffef450301000000000000aaffffffffffffffffeecc00000000404448516151494400010000000000000000aa66222266aa2222cc00
1,55,0x1A420F,0x1F,1,15,15,00000000000101ffffffff01010000,000008ceffec8000,000008CEFFEC800,00000000000000007f7f0000000000,0000008ceec80000,0000008CEEC8000,0000000000000101ffffffff0101000000000000000088cceeffffeecc8800000000000000000000007f7f00000000000000000000000088cceeeecc88000000
1,56,0x1A423D,0x1F,1,15,15,000000000018387fffff7f38180000,0000000ffff00000,0000000FFFF0000,00000000000010307f7f3010000000,00000000ee000000,00000000EE00000,00000000000018387fffff7f381800000000000000000000ffffffff000000000000000000000010307f7f3010000000000000000000000000eeee0000000000
1,57,0x1A426B,0x1F,1,15,15,0002070e1c3870e0e070381c0e0702,0000000000000000,000000000000000,000002040810204040201008040200,0000000000000000,000000000000000,000002070e1c3870e0e070381c0e0702000000000000000000000000000000000000000204081020404020100804020000000000000000000000000000000000
1,58,0x1A4299,0x1F,1,15,15,0040e070381c0e07070e1c3870e040,0000000000000000,000000000000000,000040201008040202040810204000,0000000000000000,000000000000000,000040e070381c0e07070e1c3870e040000000000000000000000000000000000000004020100804020204081020400000000000000000000000000000000000
1,59,0x1A42C7,0x1F,1,15,15,007cfefefefcf8f8f8f8f8f8f87000,0000000000000000,000000000000000,00007c445c50505050505050700000,0000000000000000,000000000000000,00007cfefefefcf8f8f8f8f8f8f87000000000000000000000000000000000000000007c445c5050505050505070000000000000000000000000000000000000
1,60,0x1A42F5,0x1F,1,15,15,00001c3e3e3e3e3e3e3e7efefefe7c,0000000000000000,000000000000000,0000001c1414141414141474447c00,0000000000000000,000000000000000,0000001c3e3e3e3e3e3e3e7efefefe7c00000000000000000000000000000000000000001c1414141414141474447c0000000000000000000000000000000000
1,61,0x1A4323,0x1F,1,15,15,00000000003078ffefe7e7efff7f37,0000000efffffff0,0000000EFFFFFFF,0000000000003048414242424a3200,000000004aaaaa00,000000004AAAAA0,0000000000003078ffefe7e7efff7f370000000000000000eeffffffffffffff000000000000003048414242424a320000000000000000000044aaaaaaaaaa00
2,0,0x1A4352,0x2F,2,15,14,00083f7f3f1f1f3f7ffffefc7f24,000808ce777ec8,000808CE777EC8,0000082b1c090f192a4a4c582400,00000084222480,00000084222480,000000083f7f3f1f1f3f7ffffefc7f240000000000880088ccee777777eecc8800000000082b1c090f192a4a4c58240000000000000000008844222222448800
2,1,0x1A437C,0x2F,2,15,14,0040e0717070707070743e3c1c08,008cee77720000,008CEE77720000,0000402020202020202014180800,00084422200000,00084422200000,00000040e0717070707070743e3c1c080000000088cceeee77777722000000000000000040202020202020201418080000000000008844442222220000000000
2,2,0x1A43A6,0x2F,2,15,14,1c3f1f0f7fff71010103030f1e0c,008008ccc88000,008008CCC88000,001c03000e710000000101020c00,00000088800000,00000088800000,00001c3f1f0f7fff71010103030f1e0c0000000088000088cccccc88880000000000001c03000e710000000101020c0000000000000000008888880000000000
2,3,0x1A43D0,0x2F,2,15,14,081e0f277f3f1f070e1f3f77e341,00008c80000efe,00008C80000EFE,00080600231c0102040a12224100,000008000000e0,000008000000E0,0000081e0f277f3f1f070e1f3f77e34100000000000088cc8800000000eeffee000000080600231c0102040a122241000000000000000088000000000000ee00
2,4,0x1A43FA,0x2F,2,15,14,0030793f7fff7f3f3878f8fb7723,008ce7aceeec80,008CE7ACEEEC80,000030111c701718103050502300,00084208444800,00084208444800,00000030793f7fff7f3f3878f8fb77230000000088ccee77aacceeeeeecc88000000000030111c70171810305050230000000000008844220088444444880000
2,5,0x1A4424,0x2F,2,15,14,00183c5fff7f3f3b3b7b7fef4702,008cefffe88800,008CEFFFE88800,000018084e391911112129470200,00084226000000,00084226000000,000000183c5fff7f3f3b3b7b7fef47020000000088cceeffffffee88888800000000000018084e39191111212947020000000000008844222266000000000000
2,6,0x1A444E,0x2F,2,15,14,000c1e2f7f7fff7f3f3f7f7f3f1f,00ceefecccec80,00CEEFECCCEC80,00000c04231e433f001f20201f00,000c02c088c000,000C02C088C000,0000000c1e2f7f7fff7f3f3f7f7f3f1f00000000cceeeeffeecccccceecc8800000000000c04231e433f001f20201f000000000000cc0022cc008888cc000000
2,7,0x1A4478,0x2F,2,15,14,000c1e1c3870e0e070381c0e0e04,00000000000000,00000000000000,00000c0810204040201008040400,00000000000000,00000000000000,0000000c1e1c3870e0e070381c0e0e0400000000000000000000000000000000000000000c081020404020100804040000000000000000000000000000000000
2,8,0x1A44A2,0x2F,2,15,14,0040e17177efe7e1e1f1f9f17321,08ccefeccccc80,08CCEFECCCCC80,0000402020474040404050602100,00888e88888800,00888E88888800,00000040e17177efe7e1e1f1f9f1732100000088cccceeffeecccccccccc88000000000040202047404040405060210000000000888888ee8888888888880000
2,9,0x1A44CC,0x2F,2,15,14,0000207f3f1f02002070e0ff7f3f,00008000000cec,00008000000CEC,000000201f020000002040403f00,000000000000c0,000000000000C0,00000000207f3f1f02002070e0ff7f3f00000000000088000000000000cceecc0000000000201f020000002040403f000000000000000000000000000000cc00
2,10,0x1A44F6,0x2F,2,15,14,00183c5cff7f3f1f3f7f703f1f0f,000cec08cec080,000CEC08CEC080,00001808443f02011f2020100f00,0000c0008c0000,0000C0008C0000,000000183c5cff7f3f1f3f7f703f1f0f0000000000cceecc0088cceecc008800000000001808443f02011f2020100f00000000000000cc00000088cc00000000
2,11,0x1A4520,0x2F,2,15,14,0040e070707070707070737f3f1c,0000000008c800,0000000008C800,0000402020202020202020231c00,00000000008000,00000000008000,00000040e070707070707070737f3f1c000000000000000000000088cc88000000000000402020202020202020231c0000000000000000000000000088000000
2,12,0x1A454A,0x2F,2,15,14,000347ff7f3f1f3f3f1f0f0f1e0c,00efe888888000,00EFE888888000,000003413f010f11110f01020c00,000e0000000000,000E0000000000,0000000347ff7f3f1f3f3f1f0f0f1e0c00000000eeffee8888888888880000000000000003413f010f11110f01020c000000000000ee00000000000000000000
2,13,0x1A4574,0x2F,2,15,14,00113b79ff7f3f3b3f3b393f1f0f,08cefeccc80cec,08CEFECCC80CEC,00001110503f1010121110100f00,0088e8888000c0,0088E8888000C0,000000113b79ff7f3f3b3f3b393f1f0f00000088cceeffeecccccc8800cceecc000000001110503f1010121110100f00000000008888ee88888888000000cc00
2,14,0x1A459E,0x2F,2,15,14,00133f1f0f0f7fff7f1c1c0f0703,08c86fe80008c8,08C86FE80008C8,0000130d02040f73040808040300,00800680000080,00800680000080,000000133f1f0f0f7fff7f1c1c0f070300000088cc8866ffee8800000088cc8800000000130d02040f7304080804030000000000880000668800000000008800
2,15,0x1A45C8,0x2F,2,15,14,00081f7fff7f3f737074eeefe743,00080cec800efe,00080CEC800EFE,0000080b7c101320202044444300,000000c80000e0,000000C80000E0,000000081f7fff7f3f737074eeefe74300000000008800cceecc880000eeffee00000000080b7c1013202020444443000000000000000000cc8800000000ee00
2,16,0x1A45F2,0x2F,2,15,14,00187fff7f3f3f3f7c3000070f07,008c88ce77fec0,008C88CE77FEC0,0000184b3c10131c300000000700,00080084222c00,00080084222C00,000000187fff7f3f3f3f7c3000070f070000000088cc8888ccee7777ffeecc0000000000184b3c10131c30000000070000000000008800008844222222cc0000
2,17,0x1A461C,0x2F,2,15,14,0000077fff7800000001070f0600,008ce7777ec800,008CE7777EC800,0000000778000000000001060000,00084222248000,00084222248000,00000000077fff7800000001070f06000000000088ccee77777777eecc8800000000000000077800000000000106000000000000008844222222224488000000
2,18,0x1A4646,0x2F,2,15,14,00077fff7f0e0e1c1c1c1c0f0703,0cec80000008c8,0CEC80000008C8,0000077902040408080808040300,00c80000000080,00C80000000080,000000077fff7f0e0e1c1c1c1c0f0703000000cceecc8800000000000088cc880000000007790204040808080804030000000000cc8800000000000000008800
2,19,0x1A4670,0x2F,2,15,14,0060f070713f3f3e78e0e0ff7f3f,0008cc80004ec8,0008CC80004EC8,0000602020111618204040403f00,00008800000480,00008800000480,00000060f070713f3f3e78e0e0ff7f3f000000000088cccc8800000044eecc8800000000602020111618204040403f0000000000000088880000000000448800
2,20,0x1A469A,0x2F,2,15,14,040e7eff7f383871f76f1f1f0f07,000ceffeccefa0,000CEFFECCEFA0,0004047e08101020600708080700,0000c26888ca00,0000C26888CA00,0000040e7eff7f383871f76f1f1f0f070000000000cceeffffeecccceeffaa0000000004047e08101020600708080700000000000000cc2266888888ccaa0000
2,21,0x1A46C4,0x2F,2,15,14,0040e77f77e0e0e0e0f4fff77320,00cec80000cec0,00CEC80000CEC0,0000402720404040404054632000,000c8000000c00,000C8000000C00,00000040e77f77e0e0e0e0f4fff7732000000000cceecc8800000000cceecc00000000004027204040404040546320000000000000cc88000000000000cc0000
2,22,0x1A46EE,0x2F,2,15,14,00066ff77f7f7f7f7effffff7f24,0008ceefffeffa,0008CEEFFFEFFA,00000662272a3232345449592400,000084422e46a0,000084422E46A0,000000066ff77f7f7f7f7effffff7f24000000000088cceeeeffffffeeffffaa000000000662272a32323454495924000000000000008844442222ee4466aa00
2,23,0x1A4718,0x2F,2,15,14,0030783b7fff7c387b7fff7f3f13,0008ce77ffeffa,0008CE77FFEFFA,000030101b741810303354341300,000084222a46a0,000084222A46A0,00000030783b7fff7c387b7fff7f3f13000000000088ccee7777ffffeeffffaa0000000030101b7418103033543413000000000000008844222222aa4466aa00
2,24,0x1A4742,0x2F,2,15,14,000f1f3f7777eeeeeefcfc7b3703,008cee777eec80,008CEE777EEC80,00000f1222224444444848300300,00084422244800,00084422244800,0000000f1f3f7777eeeeeefcfc7b37030000000088cceeee777777eeeecc8800000000000f122222444444484830030000000000008844442222224444880000
2,25,0x1A476C,0x2F,2,15,14,0347eb7f7fe7e3e3f7ffffff7f26,08efe8888cef20,08EFE8888CEF20,0003412927414141415769692600,000e000000c200,000E000000C200,00000347eb7f7fe7e3e3f7ffffff7f2600000088eeffee88888888cceeff2200000000034129274141414157696926000000000000ee000000000000cc220000
2,26,0x1A4796,0x2F,2,15,14,004cfe7c397171e1e1e3e37f3e1c,0008ccefe88000,0008CCEFE88000,00004c3810202040404141221c00,000088ca800000,000088CA800000,0000004cfe7c397171e1e1e3e37f3e1c000000000088cccceeffee8888000000000000004c3810202040404141221c000000000000008888ccaa880000000000
2,27,0x1A47C0,0x2F,2,15,14,081c0e070e0e0f5ffff3f37f1f0e,0000008ceffa00,0000008CEFFA00,000804020404040f526141110e00,00000008422000,00000008422000,0000081c0e070e0e0f5ffff3f37f1f0e000000000000000088cceeffffaa00000000000804020404040f526141110e0000000000000000000088442222000000
2,28,0x1A47EA,0x2F,2,15,14,000000081c7ef7e3410000000000,00000008ef6000,00000008EF6000,0000000008146241000000000000,00000000860000,00000000860000,0000000000081c7ef7e341000000000000000000000000000088eeff660000000000000000000814624100000000000000000000000000000000886600000000
2,29,0x1A4814,0x2F,2,15,14,0044ef7773e5efe7f7ffffff7f27,0ceccefeccefa0,0CECCEFECCEFA0,0000442320404443405768682700,00c888e888ca00,00C888E888CA00,00000044ef7773e5efe7f7ffffff7f27000000cceecccceeffeecccceeffaa000000000044232040444340576868270000000000cc888888ee888888ccaa0000
