source_label,source_member,target_path,size_bytes
graphics_vol016_final,data/csv/current_vram_tilemap_candidate_scores_20260502_run2.csv,data/csv/current_vram_tilemap_candidate_scores_20260502_run2.csv,79621
graphics_vol016_final,data/csv/field_metatile_schema_20260503.csv,data/csv/field_metatile_schema_20260503.csv,347
graphics_vol016_final,data/csv/final_goal_progress_reconciled_20260503.csv,data/csv/final_goal_progress_reconciled_20260503.csv,973
graphics_vol016_final,data/csv/map_validation_report_schema_20260503.csv,data/csv/map_validation_report_schema_20260503.csv,513
graphics_vol016_final,data/csv/metatile_graph_schema_20260503.csv,data/csv/metatile_graph_schema_20260503.csv,299
graphics_vol016_final,data/csv/oam_chr_mapping_schema_20260503.csv,data/csv/oam_chr_mapping_schema_20260503.csv,487
graphics_vol016_final,data/csv/reconstructed_map_schema_20260503.csv,data/csv/reconstructed_map_schema_20260503.csv,249
graphics_vol016_final,data/csv/runtime_bridge_from_graphics_unified_schema_20260503.csv,data/csv/runtime_bridge_from_graphics_unified_schema_20260503.csv,602
graphics_vol016_final,data/csv/sprite_cluster_schema_20260503.csv,data/csv/sprite_cluster_schema_20260503.csv,554
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/bg_summary.csv,data/runtime_logs/current_after_merge_sample/bg_summary.csv,269
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/dma_trigger_log.csv,data/runtime_logs/current_after_merge_sample/dma_trigger_log.csv,78
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/frame_summary.csv,data/runtime_logs/current_after_merge_sample/frame_summary.csv,1008
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/manifest.csv,data/runtime_logs/current_after_merge_sample/manifest.csv,636
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/ppu_regs_capture.csv,data/runtime_logs/current_after_merge_sample/ppu_regs_capture.csv,1188
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/ppu_write_log.csv,data/runtime_logs/current_after_merge_sample/ppu_write_log.csv,23
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/visible_object_summary.csv,data/runtime_logs/current_after_merge_sample/visible_object_summary.csv,215
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/visible_objects.csv,data/runtime_logs/current_after_merge_sample/visible_objects.csv,545
graphics_vol016_final,data/runtime_logs/current_after_merge_sample/vram.bin,data/runtime_logs/current_after_merge_sample/vram.bin,65536
graphics_vol016_final,docs/graphics/BATTLE_CHR_OAM_ATTRIBUTION_PLAN_VOL016_20260503.md,docs/graphics/BATTLE_CHR_OAM_ATTRIBUTION_PLAN_VOL016_20260503.md,1568
graphics_vol016_final,docs/graphics/DMA_SEQUENCE_SYNCHRONIZATION_SPEC_20260503.md,docs/graphics/DMA_SEQUENCE_SYNCHRONIZATION_SPEC_20260503.md,617
graphics_vol016_final,docs/graphics/FINAL_DATA_LAYOUT_SPEC_20260503.md,docs/graphics/FINAL_DATA_LAYOUT_SPEC_20260503.md,912
graphics_vol016_final,docs/graphics/FINAL_GRAPHICS_RECONSTRUCTION_PIPELINE_20260503.md,docs/graphics/FINAL_GRAPHICS_RECONSTRUCTION_PIPELINE_20260503.md,1014
graphics_vol016_final,docs/graphics/MAPCHIP_CANONICALIZATION_SPEC_20260503.md,docs/graphics/MAPCHIP_CANONICALIZATION_SPEC_20260503.md,490
graphics_vol016_final,docs/graphics/MAPCHIP_METATILE_GRAPH_SPEC_20260503.md,docs/graphics/MAPCHIP_METATILE_GRAPH_SPEC_20260503.md,435
graphics_vol016_final,docs/graphics/MAP_LAYOUT_RECONSTRUCTION_SPEC_20260503.md,docs/graphics/MAP_LAYOUT_RECONSTRUCTION_SPEC_20260503.md,495
graphics_vol016_final,docs/graphics/MAP_VALIDATION_SPEC_20260503.md,docs/graphics/MAP_VALIDATION_SPEC_20260503.md,613
graphics_vol016_final,docs/graphics/METATILE_SEMANTICS_SPEC_20260503.md,docs/graphics/METATILE_SEMANTICS_SPEC_20260503.md,361
graphics_vol016_final,docs/graphics/SPRITE_ATLAS_PIPELINE_RUN8.md,docs/graphics/SPRITE_ATLAS_PIPELINE_RUN8.md,471
graphics_vol016_final,docs/graphics/SPRITE_CLUSTERING_AND_CHR_RECONSTRUCTION_PLAN_20260503.md,docs/graphics/SPRITE_CLUSTERING_AND_CHR_RECONSTRUCTION_PLAN_20260503.md,878
graphics_vol016_final,docs/graphics/SPRITE_PNG_RECONSTRUCTION_PIPELINE_20260503.md,docs/graphics/SPRITE_PNG_RECONSTRUCTION_PIPELINE_20260503.md,681
graphics_vol016_final,docs/graphics/SPRITE_RENDERER_SYNC_SPEC_RUN10.md,docs/graphics/SPRITE_RENDERER_SYNC_SPEC_RUN10.md,602
graphics_vol016_final,docs/graphics/STABLE_SPRITE_PNG_PIPELINE_RUN7.md,docs/graphics/STABLE_SPRITE_PNG_PIPELINE_RUN7.md,500
graphics_vol016_final,docs/graphics/STATUS_RECONCILIATION_AND_CAVEATS_20260503.md,docs/graphics/STATUS_RECONCILIATION_AND_CAVEATS_20260503.md,1965
graphics_vol016_final,docs/graphics/VRAM_LAYOUT_CLASSIFICATION_20260502_RUN2.md,docs/graphics/VRAM_LAYOUT_CLASSIFICATION_20260502_RUN2.md,4915
graphics_vol016_final,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.csv,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.csv,622
graphics_vol016_final,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,1648
graphics_vol016_final,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_FINAL_20260503.csv,docs/handover/GOAL_PROGRESS_VOL016_GRAPHICS_FINAL_20260503.csv,1629
graphics_vol016_final,docs/handover/SHINMOMO_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.md,docs/handover/SHINMOMO_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.md,2315
graphics_vol016_final,docs/handover/SHINMOMO_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.md,docs/handover/SHINMOMO_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.md,4705
graphics_vol016_final,docs/handover/SHINMOMO_VOL016_GRAPHICS_FINAL_HANDOVER_20260503.md,docs/handover/SHINMOMO_VOL016_GRAPHICS_FINAL_HANDOVER_20260503.md,5703
graphics_vol016_final,docs/handover/THREAD_REPORT_FOR_MERGE_20260503.md,docs/handover/THREAD_REPORT_FOR_MERGE_20260503.md,2905
graphics_vol016_final,docs/mapchip/FIELD_TILEMAP_METATILE_PIPELINE_AFTER_MERGE.md,docs/mapchip/FIELD_TILEMAP_METATILE_PIPELINE_AFTER_MERGE.md,730
graphics_vol016_final,graphics/battle/current_vram_0000_7fff_4bpp_chr_atlas_20260502_run2.png,graphics/battle/current_vram_0000_7fff_4bpp_chr_atlas_20260502_run2.png,58712
graphics_vol016_final,graphics/battle/current_vram_4bpp_region_contact_sheet_20260502_run2.png,graphics/battle/current_vram_4bpp_region_contact_sheet_20260502_run2.png,56237
graphics_vol016_final,graphics/battle/current_vram_8000_ffff_4bpp_chr_atlas_20260502_run2.png,graphics/battle/current_vram_8000_ffff_4bpp_chr_atlas_20260502_run2.png,15211
graphics_vol016_final,graphics/battle/current_vram_tilemap_candidate_rank1_8000_char0000_2bpp.png,graphics/battle/current_vram_tilemap_candidate_rank1_8000_char0000_2bpp.png,2893
graphics_vol016_final,graphics/battle/current_vram_tilemap_candidate_rank2_8000_char0000_4bpp.png,graphics/battle/current_vram_tilemap_candidate_rank2_8000_char0000_4bpp.png,2893
graphics_vol016_final,graphics/battle/current_vram_tilemap_candidate_rank3_8000_char2000_2bpp.png,graphics/battle/current_vram_tilemap_candidate_rank3_8000_char2000_2bpp.png,3023
graphics_vol016_final,graphics/battle/current_vram_tilemap_candidate_rank4_8000_char2000_4bpp.png,graphics/battle/current_vram_tilemap_candidate_rank4_8000_char2000_4bpp.png,3095
graphics_vol016_final,manifest/EXCLUDED_FILES_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,manifest/graphics_vol016_final/EXCLUDED_FILES_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,231
graphics_vol016_final,manifest/EXCLUDED_FILES_VOL016_GRAPHICS_FINAL_20260503.csv,manifest/graphics_vol016_final/EXCLUDED_FILES_VOL016_GRAPHICS_FINAL_20260503.csv,282
graphics_vol016_final,manifest/MANIFEST_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.csv,manifest/graphics_vol016_final/MANIFEST_VOL016_GRAPHICS_CONTINUE_RUN2_20260502.csv,1942
graphics_vol016_final,manifest/MANIFEST_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,manifest/graphics_vol016_final/MANIFEST_VOL016_GRAPHICS_DIFF_AFTER_MERGE_20260503.csv,3576
graphics_vol016_final,manifest/MANIFEST_VOL016_GRAPHICS_FINAL_20260503.csv,manifest/graphics_vol016_final/MANIFEST_VOL016_GRAPHICS_FINAL_20260503.csv,7406
graphics_vol016_final,tools/lua/shinmomo_graphics_mapchip_probe_v1_bizhawk_snes9x_20260501.lua,tools/lua/shinmomo_graphics_mapchip_probe_v1_bizhawk_snes9x_20260501.lua,22554
graphics_vol016_final,tools/lua/shinmomo_trace_graphics_runtime_bridge_v4_snes9x_20260503.lua,tools/lua/shinmomo_trace_graphics_runtime_bridge_v4_snes9x_20260503.lua,1506
graphics_vol016_final,tools/python/analyze_vram_layout_candidates_v1.py,tools/python/analyze_vram_layout_candidates_v1.py,9827
graphics_vol016_final,tools/python/build_field_metatiles_from_tilemap_v1.py,tools/python/build_field_metatiles_from_tilemap_v1.py,1018
graphics_vol016_final,tools/python/build_metatile_graph_v1.py,tools/python/build_metatile_graph_v1.py,1401
graphics_vol016_final,tools/python/convert_graphics_unified_to_runtime_bridge_v1.py,tools/python/convert_graphics_unified_to_runtime_bridge_v1.py,1906
graphics_vol016_final,tools/python/oam_chr_mapper_v1.py,tools/python/oam_chr_mapper_v1.py,2700
graphics_vol016_final,tools/python/render_sprite_clusters_v1.py,tools/python/render_sprite_clusters_v1.py,2292
graphics_vol016_final,tools/python/sprite_clusterer_v1.py,tools/python/sprite_clusterer_v1.py,2457
graphics_vol016_final,tools/python/validate_map_reconstruction_v1.py,tools/python/validate_map_reconstruction_v1.py,1328
recompilable_decomp,README.md,docs/source_readmes/recompilable_decomp_README.md,1768
recompilable_decomp,build_test.log,build/recompilable_decomp_build_test.log,974
recompilable_decomp,demo_output.txt,build/recompilable_decomp_demo_output.txt,421
recompilable_decomp,recompilable_c/Makefile,recompilable_c/Makefile,638
recompilable_decomp,tools/decompile_rom_to_c.py,tools/decompile_rom_to_c.py,2458
recompilable_decomp,tools/export_shinvm_dsl.py,tools/export_shinvm_dsl.py,1558
recompilable_decomp,dsl/README.md,dsl/README.md,634
recompilable_decomp,docs/decompilation_status_20260503.md,docs/decompilation_status_20260503.md,634
recompilable_decomp,manifest/MANIFEST.csv,manifest/recompilable_decomp/MANIFEST.csv,544
recompilable_decomp,manifest/EXCLUDED_FILES.csv,manifest/recompilable_decomp/EXCLUDED_FILES.csv,82
recompilable_decomp,shinmomo-analysis/analysis/vm_execution_model.md,shinmomo-analysis/analysis/vm_execution_model.md,501
recompilable_decomp,shinmomo-analysis/analysis/vm_scheduler.md,shinmomo-analysis/analysis/vm_scheduler.md,362
recompilable_decomp,shinmomo-analysis/analysis/vm_time_slicing.md,shinmomo-analysis/analysis/vm_time_slicing.md,324
recompilable_decomp,shinmomo-analysis/analysis/vm_command_dispatch.md,shinmomo-analysis/analysis/vm_command_dispatch.md,298
recompilable_decomp,shinmomo-analysis/analysis/vm_two_stage_dispatch.md,shinmomo-analysis/analysis/vm_two_stage_dispatch.md,229
recompilable_decomp,shinmomo-analysis/analysis/vm_behavior_layer.md,shinmomo-analysis/analysis/vm_behavior_layer.md,200
recompilable_decomp,shinmomo-analysis/analysis/vm_opcode_inference.md,shinmomo-analysis/analysis/vm_opcode_inference.md,200
recompilable_decomp,shinmomo-analysis/analysis/vm_ai_model.md,shinmomo-analysis/analysis/vm_ai_model.md,227
recompilable_decomp,shinmomo-analysis/analysis/vm_branching.md,shinmomo-analysis/analysis/vm_branching.md,175
recompilable_decomp,shinmomo-analysis/analysis/state_machine_model.md,shinmomo-analysis/analysis/state_machine_model.md,170
recompilable_decomp,shinmomo-analysis/analysis/goal13_npc_throttling.md,shinmomo-analysis/analysis/goal13_npc_throttling.md,337
recompilable_decomp,shinmomo-analysis/analysis/dispatch_chain.md,shinmomo-analysis/analysis/dispatch_chain.md,261
recompilable_decomp,shinmomo-analysis/data/vm_opcode_map.csv,shinmomo-analysis/data/vm_opcode_map.csv,182
recompilable_decomp,shinmomo-analysis/data/opcode_behavior_inference.csv,shinmomo-analysis/data/opcode_behavior_inference.csv,103
recompilable_decomp,shinmomo-analysis/data/command_slot_effects.csv,shinmomo-analysis/data/command_slot_effects.csv,69
recompilable_decomp,shinmomo-analysis/data/command_size_estimates.csv,shinmomo-analysis/data/command_size_estimates.csv,90
recompilable_decomp,shinmomo-analysis/data/npc_timing_model.csv,shinmomo-analysis/data/npc_timing_model.csv,145
recompilable_decomp,shinmomo-analysis/data/state_values.csv,shinmomo-analysis/data/state_values.csv,54
recompilable_decomp,shinmomo-analysis/data/object_slot_map.csv,shinmomo-analysis/data/object_slot_map.csv,258
recompilable_decomp,shinmomo-analysis/code/vm_full_simulator.py,shinmomo-analysis/code/vm_full_simulator.py,940
recompilable_decomp,shinmomo-analysis/code/vm_dispatch.asm,shinmomo-analysis/code/vm_dispatch.asm,114
recompilable_decomp,shinmomo-analysis/code/vm_scheduler.asm,shinmomo-analysis/code/vm_scheduler.asm,95
recompilable_decomp,shinmomo-analysis/code/vm_opcode_probe.asm,shinmomo-analysis/code/vm_opcode_probe.asm,112
recompilable_decomp,shinmomo-analysis/docs/handover_vol028_time_model.md,shinmomo-analysis/docs/handover_vol028_time_model.md,231
recompilable_decomp,shinmomo-analysis/docs/full_system_model.md,shinmomo-analysis/docs/full_system_model.md,135
recompilable_decomp,shinmomo-analysis/notes/unresolved_targets.md,shinmomo-analysis/notes/unresolved_targets.md,225
recompilable_decomp,recompilable_c/include/shinmomo_types.h,recompilable_c/include/shinmomo_types.h,1621
recompilable_decomp,recompilable_c/generated/item_records.h,recompilable_c/generated/item_records.h,215
recompilable_decomp,recompilable_c/generated/item_records.c,recompilable_c/generated/item_records.c,5469
recompilable_decomp,recompilable_c/generated/equipment_records.h,recompilable_c/generated/equipment_records.h,240
recompilable_decomp,recompilable_c/generated/equipment_records.c,recompilable_c/generated/equipment_records.c,10419
recompilable_decomp,recompilable_c/generated/branch_records.h,recompilable_c/generated/branch_records.h,231
recompilable_decomp,recompilable_c/generated/branch_records.c,recompilable_c/generated/branch_records.c,10070
recompilable_decomp,recompilable_c/generated/macro_rows.h,recompilable_c/generated/macro_rows.h,297
recompilable_decomp,recompilable_c/generated/macro_rows.c,recompilable_c/generated/macro_rows.c,8791
recompilable_decomp,recompilable_c/generated/vm_blob_catalog.h,recompilable_c/generated/vm_blob_catalog.h,332
recompilable_decomp,recompilable_c/generated/vm_blob_catalog.c,recompilable_c/generated/vm_blob_catalog.c,908
recompilable_decomp,recompilable_c/src/vm_runtime.h,recompilable_c/src/vm_runtime.h,384
recompilable_decomp,recompilable_c/src/vm_runtime.c,recompilable_c/src/vm_runtime.c,2521
recompilable_decomp,recompilable_c/src/main.c,recompilable_c/src/main.c,1312
time_model_vol028,README.txt,docs/source_readmes/time_model_vol028_README.txt,101
time_model_vol028,shinmomo-analysis/README.md,shinmomo-analysis/README.md,457
time_model_vol028,shinmomo-analysis/manifest/EXCLUDED_FILES_VOL028_EXACT_20260503.csv,shinmomo-analysis/manifest/EXCLUDED_FILES_VOL028_EXACT_20260503.csv,180
time_model_vol028,shinmomo-analysis/manifest/MANIFEST_VOL028_EXACT_20260503.csv,shinmomo-analysis/manifest/MANIFEST_VOL028_EXACT_20260503.csv,1843
historical_reference,shinmomo_handover_20260313_latest.md,reference/historical_handover/shinmomo_handover_20260313_latest.md,11132
historical_reference,shinmomo_address_master_overview_20260313.md,reference/historical_handover/shinmomo_address_master_overview_20260313.md,13859
historical_reference,shinmomo_handover_integrated_20260316.md,reference/historical_handover/shinmomo_handover_integrated_20260316.md,61921
historical_reference,shinmomo_handover_integrated_20260318_updated.md,reference/historical_handover/shinmomo_handover_integrated_20260318_updated.md,62090
historical_reference,shinmomo_rom_handover_master_20260313.md,reference/historical_handover/shinmomo_rom_handover_master_20260313.md,136665
historical_reference,shinmomo_rom_full_block_map_20260313.md,reference/historical_handover/shinmomo_rom_full_block_map_20260313.md,74409
historical_reference,shinmomo_handover_goal_progress_20260316.csv,reference/historical_handover/shinmomo_handover_goal_progress_20260316.csv,1825
historical_reference,shinmomo_item_equip_dump_summary_20260313.md,reference/historical_handover/shinmomo_item_equip_dump_summary_20260313.md,1689
historical_reference,shinmomo_text_display_deepdive_20260313.md,reference/historical_handover/shinmomo_text_display_deepdive_20260313.md,4237
historical_reference,shinmomo_item_table_dump_v2_schema_based_20260313.csv,reference/data_tables_20260313/shinmomo_item_table_dump_v2_schema_based_20260313.csv,8913
historical_reference,shinmomo_equipment_table_dump_v2_schema_based_20260313.csv,reference/data_tables_20260313/shinmomo_equipment_table_dump_v2_schema_based_20260313.csv,17536
historical_reference,shinmomo_schema_tables_20260313.csv,reference/data_tables_20260313/shinmomo_schema_tables_20260313.csv,2890
historical_reference,shinmomo_selector0_records_parsed_20260313.csv,reference/data_tables_20260313/shinmomo_selector0_records_parsed_20260313.csv,35697
historical_reference,shinmomo_da3800_streams_metadata_20260314.csv,reference/data_tables_20260313/shinmomo_da3800_streams_metadata_20260314.csv,2257
historical_reference,shinmomo_da3800_streams_decoded_records_20260314.csv,reference/data_tables_20260313/shinmomo_da3800_streams_decoded_records_20260314.csv,329993
